country,countryCode,year,value
Slovenia                                          ,SI,2017,473.8
Slovenia                                          ,SI,2018,529.5
Spain                                             ,ES,1990,11695
Spain                                             ,ES,1991,11680.3
Spain                                             ,ES,1992,12250.2
Spain                                             ,ES,1993,10041.5
Spain                                             ,ES,1994,10092.7
Spain                                             ,ES,1995,11439.9
Spain                                             ,ES,1996,11294.3
Spain                                             ,ES,1997,9865.9
Spain                                             ,ES,1998,10333.4
Spain                                             ,ES,1999,11113.7
Spain                                             ,ES,2000,10273.8
Spain                                             ,ES,2001,10222.1
Spain                                             ,ES,2002,10270.8
Spain                                             ,ES,2003,12880.5
Spain                                             ,ES,2004,15262.5
Spain                                             ,ES,2005,15997.7
Spain                                             ,ES,2006,17252.2
Spain                                             ,ES,2007,20065.7
Spain                                             ,ES,2008,22227.7
Spain                                             ,ES,2009,20178.3
Spain                                             ,ES,2010,19710.8
Spain                                             ,ES,2011,19695.4
Spain                                             ,ES,2012,18860.6
Spain                                             ,ES,2013,17243
Spain                                             ,ES,2014,17178.5
Spain                                             ,ES,2015,15188.9
Spain                                             ,ES,2016,14014.4
Spain                                             ,ES,2017,16043.5
Spain                                             ,ES,2018,18248.3
Sweden                                            ,SE,1990,6169.5
Sweden                                            ,SE,1991,6219.5
Sweden                                            ,SE,1992,6418.6
Sweden                                            ,SE,1993,5011.2
Sweden                                            ,SE,1994,5154.5
Sweden                                            ,SE,1995,5729.8
Sweden                                            ,SE,1996,6203.4
Sweden                                            ,SE,1997,5203.2
Sweden                                            ,SE,1998,5132.3
Sweden                                            ,SE,1999,5148.7
Sweden                                            ,SE,2000,4789.4
Sweden                                            ,SE,2001,4128
Sweden                                            ,SE,2002,4354.6
Sweden                                            ,SE,2003,5305.6
Sweden                                            ,SE,2004,5514.7
Sweden                                            ,SE,2005,5518.5
Sweden                                            ,SE,2006,5577.2
Sweden                                            ,SE,2007,6386.2
Sweden                                            ,SE,2008,6024.8
Sweden                                            ,SE,2009,5063
Sweden                                            ,SE,2010,5885.9
Sweden                                            ,SE,2011,6324.7
Sweden                                            ,SE,2012,6243.7
Sweden                                            ,SE,2013,6528.7
Sweden                                            ,SE,2014,6555.5
Sweden                                            ,SE,2015,5387.1
Sweden                                            ,SE,2016,5427.5
Sweden                                            ,SE,2017,5526.6
Sweden                                            ,SE,2018,5755.4
United Kingdom                                    ,GB,1990,38943.8
United Kingdom                                    ,GB,1991,42074.3
United Kingdom                                    ,GB,1992,40774.9
United Kingdom                                    ,GB,1993,34085.9
United Kingdom                                    ,GB,1994,34493.5
United Kingdom                                    ,GB,1995,34247.8
United Kingdom                                    ,GB,1996,34490.9
United Kingdom                                    ,GB,1997,35674.9
United Kingdom                                    ,GB,1998,36866.3
United Kingdom                                    ,GB,1999,36453.4
United Kingdom                                    ,GB,2000,35254.8
United Kingdom                                    ,GB,2001,35331.9
United Kingdom                                    ,GB,2002,39659.5
United Kingdom                                    ,GB,2003,46943
United Kingdom                                    ,GB,2004,53970.3
United Kingdom                                    ,GB,2005,55151.6
United Kingdom                                    ,GB,2006,57483
United Kingdom                                    ,GB,2007,65986.1
United Kingdom                                    ,GB,2008,65619.5
United Kingdom                                    ,GB,2009,57914.6
United Kingdom                                    ,GB,2010,58082.8
United Kingdom                                    ,GB,2011,60270.4
United Kingdom                                    ,GB,2012,58495.7
United Kingdom                                    ,GB,2013,56861.8
United Kingdom                                    ,GB,2014,59182.9
United Kingdom                                    ,GB,2015,53862.2
United Kingdom                                    ,GB,2016,48118.9
United Kingdom                                    ,GB,2017,46433.3
United Kingdom                                    ,GB,2018,49997.2
